id,title,profile,failure_reason,detail,created_at,variant_count,caption_excerpt
31f3e5ce-a4f6-4f2b-8413-7f615acd35d0,Einführung rechtlicher Rahmen - Barrierefreie Mobilität und Rollstuhltransport im europäischen Flug- und Bahnverkehr,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-01T20:50:09.827008+00:00,1,"Rollstuhl im Flugzeug kaputt? Was Airlines dir verschweigen, ist schockierend! Wusstest du, dass Fluggesellschaften oft nur den Zeitwert deines modernen Elektrorollstuhls ersetzen,"
4d850f90-b88a-4b40-821e-e9e94f6e5d19,Rechtliche Rahmenbedingungen EU-Verordnung - Fluggastrechte und barrierefreies Reisen mit dem Rollstuhl,standard,standard_length_violation,caption length 301 not in 150-300 char range,2026-04-01T20:50:23.033678+00:00,3,Dein Rollstuhl fliegt mit! So bekommst du die nötige Unterstützung.  Flughafenbetreiber müssen dir ab dem Kontaktpunkt am Airport bis zum Sitzplatz im Flieger unentgeltliche Hilfe 
77cdae64-ab44-473e-bf3d-f47434883234,Gesetzliche Rahmenbedingungen normative Vorgaben - Dossier Rohforschung: Barrierefreiheit im ÖPNV-Alltag,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-01T21:27:47.385099+00:00,1,"Barrierefreiheit im ÖPNV: Diese Regelung kennst du nicht! Seit 2022 sollte alles barrierefrei sein, doch weitreichende Ausnahmen in Nahverkehrsplänen blockieren das oft noch immer."
760eac74-3499-4a21-82a8-3cc4849396ca,Gesetzliche Rahmenbedingungen normative Vorgaben - Dossier Rohforschung: Barrierefreiheit im ÖPNV-Alltag,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 316 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-01T21:27:54.482872+00:00,1,"Barrierefreiheit im ÖPNV: Was wirklich dahintersteckt, überrascht viele. 🤯 Offiziell sind bis zu 15% Rampenneigung erlaubt, doch Experten empfehlen max. 12% für echte Zugänglichkei"
5f03b73e-de8a-4af9-9929-275d93a64b7c,Grundlagen rechtlicher Anspruch - Unentgeltliche Beförderung und Wertmarke im ÖPNV für Menschen mit Schwerbehinderung,standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-01T21:27:55.585929+00:00,3,"Freifahrt? Nicht ohne bürokratisches Labyrinth! 😠 Für die unentgeltliche Beförderung ist ein grün-oranger Ausweis plus Merkzeichen (G, aG, H, Bl oder Gl) und ein GdB ab 50 Pflicht."
155d87d8-e8e7-4d42-b8b3-a0ffd6881304,"Gesetzliche Grundlagen medizinische Voraussetzungen - Begleitperson im Nahverkehr mit Merkzeichen B (Freifahrt, Nachweis, aktuelle Regeln)",standard,standard_length_violation,caption length 341 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-01T21:28:03.409697+00:00,3,"Begleitperson fährt gratis – aber wusstest du, dass es eine Ausnahme gibt, die kaum jemand kennt? Viele Verkehrsunternehmen setzen für Begleitpersonen ein Mindestalter von 6 Jahren"
7c9782e2-ca98-42c1-b519-293abf10fad0,"Einleitung grundlegender Auftrag Mobilitätsservice-Zentrale - Mobilitätsservice-Zentrale der Deutschen Bahn (MSZ) – Leistungen, Fristen und Abläufe",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-01T21:28:06.592598+00:00,1,Bahnreise barrierefrei? Wenige kennen diesen Trick! Die Mobilitätsservice-Zentrale organisiert dir Hilfe. Doch für innerdeutsche Fahrten musst du bis 20 Uhr am Vortag buchen! Speic
f3fe30b5-8054-430f-8e70-c0934eca2fc5,Grundlagen rechtlicher Anspruch - Unentgeltliche Beförderung und Wertmarke im ÖPNV für Menschen mit Schwerbehinderung,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-01T21:28:14.983148+00:00,1,"Freifahrt ÖPNV: Kennst du diese versteckten Hürden? Wusstest du, dass dein Schwerbehindertenausweis allein nicht reicht? Du brauchst zwingend ein Beiblatt mit Wertmarke vom Versorg"
54251bb7-357a-42a9-9510-457063b1622f,VARIO PLUS: Maximale Vielseitigkeit und Anpassbarkeit für jede Treppe,standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path,2026-04-02T08:45:38.004886+00:00,2,"Treppenlift-Innovation: Wusstest du, dass sich deine Bedürfnisse ändern können?  Der VARIO PLUS ermöglicht es, den Sitz bei Bedarf gegen eine Plattform zu tauschen – auf der gleich"
6380565b-c101-41bf-b30f-a35ae6e5f181,VARIO PLUS: Der VARIO PLUS Plattformtreppenlift: Deine Freiheit auf jeder Treppe.,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T08:46:01.784616+00:00,1,"Dein Treppenproblem? Ab sofort Geschichte! 👋 Egal ob deine Treppe kurvig, steil, eng oder draußen ist – der VARIO PLUS bietet eine universelle Lösung für jede Herausforderung. Teil"
23eb1c7b-2dfa-4c87-8862-0e264b962119,VARIO PLUS: Der VARIO PLUS: Die flexible Lösung für jede Treppe und jeden Bedarf.,standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T08:46:56.917092+00:00,2,"Barrierefrei leben? Dein Zuhause wird zur Festung der Freiheit. Egal welche Treppe du hast – ob gerade, kurvig, steil oder eng – dieser Lift passt perfekt zu DEINEM Zuhause. Teile "
24ddd25f-dd4f-4a1b-9507-1959ca21efe4,VARIO PLUS: Der VARIO PLUS: Dein flexibler Begleiter für jede Treppe!,standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-02T10:34:54.987988+00:00,3,VARIO PLUS: Das Geheimnis seiner Anpassungsfähigkeit? Du kannst ihn als Plattform- oder Sitzlift nutzen. Das Beste: Der Stuhl lässt sich sogar nachträglich gegen eine Plattform tau
383ee5e2-6333-4aab-b28f-be72987766ea,"Konzeptionelle Differenzierung Ergotherapie versus Physiotherapie - Ergotherapie und Physiotherapie – Konzepte, Finanzierung und rechtliche Rahmenbedingungen",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 345 not in 150-300 char range,2026-04-02T10:41:34.822865+00:00,1,"Ergotherapie: Kennst du den entscheidenden Unterschied zur Physiotherapie wirklich? 🤔  Seit 2024 entscheidet bei der Blankoverordnung dein Therapeut über Heilmittel, Frequenz & Men"
76950cfe-60c0-4f84-a643-c5b6ac44c470,"Technologische Assistive Systeme digitale Inklusion - Assistive Technik und digitale Arbeitsplätze im Kontext von Homeoffice, Ergonomie und Barrierefreiheit",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 337 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T10:41:46.053961+00:00,1,"Digitale Arbeitsplätze: Was Arbeitgeber bis Juni 2025 übersehen könnten... Ab Juni 2025 könnten Arbeitnehmer als Verbraucher gelten, was erhebliche rechtliche Implikationen für Arb"
e41605d4-867f-45db-ac45-bb86088bbf76,Rechtliche Grundlagen Beweiskraft Fotografien - Dokumentation und Fotografie als Beweismittel für Hilfsmittel-Anträge und Mangelmeldungen,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T10:41:57.928183+00:00,1,"Beweis-Falle: Dein Foto allein reicht oft nicht! Für Zuschüsse bis 4.180 € von der Pflegekasse sind Vorher-Nachher-Fotos entscheidend, aber nur mit Kostenvoranschlägen und Skizzen "
4c013fa4-f135-4171-a972-f2bd0bbe0e0f,VARIO PLUS: Der VARIO PLUS für jede Treppe und jeden Bedarf.,standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path,2026-04-02T10:49:21.5026+00:00,2,"VARIO PLUS: Das Geheimnis, warum er wirklich überall passt? 🤫  Dieser Lift passt sich wirklich JEDER Treppe an, ob gerade, kurvig, steil oder eng, innen wie außen.  Entdecke die Mö"
dd68bbd5-e178-40ce-b235-80c92276213c,LEVEL: Barrierefreiheit ohne Kompromisse bei Raum und Design.,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T10:49:35.057867+00:00,1,"LEVEL: Das Geheimnis flexibler Barrierefreiheit, von dem dir niemand erzählt. Für dieses System brauchst du keinen Aufzugsschacht – es transportiert dich bis zu 2.990 mm hoch! 🤯 Sp"
d25fb520-8bb5-460d-8fe3-e3e93c408716,VARIO ONE: Treppensteigen leicht gemacht,standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-02T10:49:46.59432+00:00,3,"Dein Zuhause, deine Treppe – und du fühlst dich unsicher? Der VARIO ONE löst das. Er ist die ideale Lösung für deine individuellen Treppen, egal ob gerade oder kurvig, innen oder a"
d84a545f-05a6-4d26-ae91-381158bc0367,VIA: Dein Weg zu mehr Freiheit Zuhause,standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | caption length 316 not in 150-300 char range,2026-04-02T10:49:56.262463+00:00,2,"Treppenlift-Geheimnis gelüftet: Kaum jemand weiß, was moderne Treppenlifte wirklich leisten!  VIA bewältigt Steigungen von bis zu 70 Grad – eine Herausforderung, die die meisten Li"
a98052e1-1c12-4b41-86b3-0a501331a9c8,VARIO PLUS: Der VARIO PLUS: Dein flexibler Treppenlift für jede Herausforderung.,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T11:23:52.217805+00:00,1,"Der VARIO PLUS birgt ein Geheimnis! 🤫 Nur wenige wissen, was er alles kann. Du kannst ihn sowohl als Plattformlift für Rollstühle ODER als bequemen Sitzlift nutzen. Zwei Lösungen i"
6c9fb847-25aa-493e-8174-48fad3ff00a6,LEVEL: Mühelose Höhenüberwindung ohne Treppe.,standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-02T11:24:03.305376+00:00,3,"Wusstest du, dass LEVEL sogar ohne Aufzugsschacht funktioniert? 🤔 Viele glauben, man braucht immer einen Schacht. Doch unser HUBLIFT STL300 benötigt keinen! Der Raum darunter bleib"
161cabd2-bab6-441b-91e6-94c0caef3b19,VARIO PLUS: Der VARIO PLUS: Dein flexibler Treppenlift für jede Herausforderung.,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T11:34:22.263457+00:00,1,"VARIO PLUS: Was die meisten nicht wissen? Keine Treppe ist zu komplex! Wusstest du, dass du den VARIO PLUS flexibel von einem Sitzlift zu einer Plattform umrüsten kannst, ohne die "
a0fbf614-f99b-4a15-955c-f198af9edca0,"LEVEL: Müheloser Höhenunterschied meistern, platzsparend und barrierefrei.",standard,standard_length_violation,caption length 322 not in 150-300 char range,2026-04-02T11:34:31.735109+00:00,3,"Höhenunterschiede sind kein Schicksal mehr! Warum noch kämpfen, wenn die Lösung direkt vor dir liegt?  Stell dir vor: Ein Lift für bis zu 2.990 mm Höhe, für den kein Aufzugsschacht"
a035eed9-6109-4f53-8db6-26b5ac55bb83,VARIO ONE: Treppen unsicher? Deine Lösung für mehr Sicherheit und Unabhängigkeit.,standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | caption length 335 not in 150-300 char range,2026-04-02T11:34:43.606049+00:00,2,VARIO ONE: Wie dieser Lift bis 225 kg trägt und 60 Grad Steigung meistert – das wissen die wenigsten! 💡  Dieser individuell konstruierte Treppenlift schafft Steigungen bis 60 Grad 
79e742bf-f553-4e2e-b9cd-48e287832e70,VIA: Dein Weg zu mehr Freiheit im eigenen Zuhause,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T11:34:56.323598+00:00,1,"VIA Treppenlift: Was die meisten nicht wissen – er bewältigt Steigungen bis zu 70 Grad! 🚀 Dieser Spezialist wurde speziell für anspruchsvolle, kurvige Treppen im Innen- und Außenbe"
8e9f42aa-73ae-4080-8107-aa15472be3ae,LEVEL: Dein Zuhause barrierefrei gestalten – flexibel und platzsparend.,standard,standard_length_violation,caption length 332 not in 150-300 char range,2026-04-02T11:35:18.071938+00:00,3,"Dein Zuhause sollte keine Hindernisse haben. Stell dir vor, du überwindest jede Stufe mühelos.  Egal ob zur Garage oder ins Obergeschoss, LEVEL überwindet bis zu 2.990 mm Höhe. Dei"
e3c26948-d110-4770-bf29-d880656ce321,VARIO ONE: Treppen unsicher? Bleib sicher mobil!,standard,standard_length_violation,caption length 358 not in 150-300 char range,2026-04-02T11:35:27.030997+00:00,3,"VARIO ONE: Was viele nicht wissen – man muss nicht im Rollstuhl sitzen, um sicher Treppen zu steigen.  Dieser spezielle Lift ist perfekt für alle, die noch laufen können, aber Trep"
a59a0392-8145-4e84-ba6b-377a82aa253d,"Mietrechtliche Grundlagen Haustierhaltung - Haustiere und Assistenzhunde im deutschen Recht – Rechte, Training und Vermieterzustimmung",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 303 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T11:45:28.090083+00:00,1,"Haustiere in der Wohnung? Dein Vermieter darf nicht immer NEIN sagen! Das wissen die wenigsten. 🤔 Wurde anderen Mietern im Haus bereits ein Hund erlaubt, darf dir die Haltung nicht"
50bbc019-5ae5-4697-a2f7-034d6404cb02,"Rechtliche Rahmenbedingungen finanzielle Förderung KfzHV - Fahrzeuganpassung für Menschen mit Behinderung – Handbedienung, Hebebühnen und Kostenübernahme",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path,2026-04-02T11:45:41.327517+00:00,1,"Fahrzeuganpassung: Wusstest du, dass die Förderung auf 22.000€ stieg? 🚀  Die maximale Förderung für ein rollstuhlgerechtes Basisfahrzeug wurde durch das Teilhabestärkungsgesetz auf"
b42477d8-ba7e-44f5-b91f-3457547d36d9,Grundlegende Versorgungsmodelle Detail - Research Dossier: Assistenzmodelle im Vergleich (Pflegedienst vs. Assistenzteam vs. Familie),standard,standard_length_violation,caption length 334 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T12:02:53.308158+00:00,3,"Dein Alltag, deine Regeln: Mit persönlicher Assistenz entscheidest du wirklich! Im Gegensatz zur ""Minutenpflege"" bei Pflegediensten bestimmst du komplett eigenständig, wer, wann un"
dd66b27e-6568-4523-92ca-8ff1db6077cb,"Medikamentenversorgung Reisen Reisebedarf - Medikamentenversorgung – Wechselwirkungen, Spezialapotheken und Reisebedarf",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T12:04:56.878922+00:00,1,Medikamente richtig lagern? Das Einfrieren kann kühlpflichtige Mittel unwirksam machen! 🧊 Studien zeigen: Einfrieren zerstört die Struktur vieler Medikamente dauerhaft und macht si
889f44a1-e106-4b06-8681-d0907e0bb4d5,Internationale Regularien IATA-Gefahrgutvorschriften - Dossier: Transport von Elektrorollstühlen und deren Akkus im Flugverkehr,standard,standard_length_violation,caption length 316 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T12:05:08.41452+00:00,3,LiPo-Bags? Die meisten ignorieren diese Akku-Regel – mit fatalen Folgen für den Flug! 😤 Feuerfeste LiPo-Bags sind für den Transport ausgebauter Akkus in der Kabine essenziell. Ohne
8753124d-b383-4b20-92bf-17862aef9be0,"offene Arbeitsmarkt Budget Arbeit - Inklusionsbetriebe vs. offener Arbeitsmarkt: Chancen, Förderprogramme, Erfahrungsberichte",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T12:05:58.324916+00:00,1,"Deine Jobsuche wird einfacher: Was Arbeitgeber dir oft verschweigen! Firmen mit 60+ MA zahlen ab 2025 monatlich 815€ pro unbesetztem Pflichtarbeitsplatz, wenn sie nicht inklusiv si"
5b19ff49-8162-42c2-a6ea-13bc5ccf957c,"Gesetzliche Rahmenbedingungen Pflichten Barrierefreiheit - Dossier: Öffentliche Mobilitätsanbieter – Pflichten zur Barrierefreiheit, Beschwerdewege und Sanktionen",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T12:06:11.060093+00:00,1,"Barrierefreiheit im ÖPNV: Was passiert, wenn Fristen nicht eingehalten werden? 🤫 Ab Juni 2025 drohen Mobilitätsanbietern bei Verstößen Bußgelder bis 100.000 Euro, Vertriebsverbote "
9ab5efa1-b1e4-46d4-8675-cdd376353c85,"Definition gesellschaftliche Bedeutung Inklusionstaxis - Behindertengerechte Taxi- und Fahrdienste – Buchung, Kostenerstattung und regionale Unterschiede",standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-02T12:15:33.998528+00:00,3,"Dein Inklusionstaxi: Kennst du diesen Trick zur Kostenübernahme? Wusstest du, dass für Pflegegrad 4/5 oder Merkzeichen aG die Vorabgenehmigung für Krankenfahrten oft entfällt? Das "
1921428a-2db0-434f-a7c2-922ddd118143,"Zuständigkeitssystematik Abgrenzung DRV versus GKV - Rehabilitationsmanagement in Deutschland: Zuständigkeiten, Antragsverfahren, Verlängerungsrichtlinien, Nachsorgekonzepte und Hilfsmittelversorgung",standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-02T12:16:08.592315+00:00,3,"Deine Reha-Zuständigkeit? Das musst du wissen! Bist du erwerbstätig, zahlt die DRV, um deine Arbeitsfähigkeit zu erhalten. Für Rentner oder Nicht-Erwerbstätige ist die GKV zuständi"
811a19c3-43f5-47e0-a603-bf04ad955352,LEVEL: Barrierefreiheit im Eigenheim,standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T12:16:36.464435+00:00,2,"Dein Zuhause barrierefrei? LEVEL ist die Lösung, die du suchst. Endlich Höhenunterschiede bis zu 2.990 mm mühelos überwinden – ohne Treppe und ohne großen Umbau. Speicher dir diese"
eceae76e-8de7-4098-a391-247a4e091f4c,VARIO ONE: Treppensicherheit für Aktive,standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T12:16:47.895962+00:00,2,"VARIO ONE: Ein Geheimtipp für mehr Sicherheit. Wusstest du, dass der VARIO ONE selbst für Personen gedacht ist, die noch laufen können, aber Treppen unsicher bewältigen? Speicher d"
ae17df14-73af-418d-8364-5852686425d9,Als Rollstuhlnutzer in kennst du das Gefühl wenn,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 330 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T12:17:22.947529+00:00,1,"Rollstuhlnutzer:innen kennen diesen Trick nicht? 🤯 Warum winzige Fehler oft tagelang nachwirken. Ein einziger kleiner Fehler kann den ganzen Tag extrem anstrengend machen, statt ei"
5b4cc227-a53a-4e03-82b7-21836eda099c,Fast alle denken Spontanität im Rollstuhl ist stressig,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T12:17:45.621007+00:00,1,"Spontanität im Rollstuhl muss nicht dein Stressfaktor sein! Fühlst du dich auch manchmal gestresst, wenn du spontan sein willst? Viele glauben, es sei immer schwierig. Teile es mit"
0b6e3264-685c-4390-a67d-7dbbab9f9772,"Gesetzliche normative Grundlagen - Barrierefreie Gartengestaltung, Wege, Terrassen und Hochbeete",standard,standard_length_violation,caption length 329 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T12:24:03.282877+00:00,3,"Nullschwelle zur Terrasse – klingt einfach, ist aber bauphysikalisch ein Drahtseilakt! Baurechtlich ist eine absolute Schwellenfreiheit eine Sonderkonstruktion. Sie erfordert kompl"
86697096-e406-42f1-8247-5b3481e02cab,"Juristische Systematische Grundlagen Hilfsmittelversorgung - Wissenschaftliches Forschungsdossier: Hilfsmittelversorgung in der Gesetzlichen Krankenversicherung – Rollstuhl, Sitzsysteme, Wartung und Ersatzbeschaffung",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T12:24:16.204306+00:00,1,Rollstuhl: Deine Stromkosten sind nur ein kleiner Teil der wahren Belastung. Die komplexe Bürokratie bei Wartung und Ersatzbeschaffung verschlingt oft mehr Nerven & Geld als die re
43a1b6d8-c740-4512-91d7-473682826dbe,VARIO PLUS: Treppenfreiheit für jede Art von Treppe,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T12:24:31.615761+00:00,1,"Treppenlift-Möglichkeiten: Was die meisten über den VARIO PLUS nicht wissen. Er ist nicht nur für sitzende Nutzung gedacht! Der VARIO PLUS passt sich an: ob als Plattform, Sitz ode"
ada3371d-f810-45be-96e2-de7ccabba7bc,LEVEL: Barrierefreiheit ohne Kompromisse,standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-02T12:24:42.568354+00:00,3,"Level up dein Zuhause ohne großen Umbau? Viele wissen nicht, wie einfach das geht! Der Raum unter der Plattform deines Lifts bleibt vollständig nutzbar. Keine Kompromisse beim Plat"
efb222cb-3bdc-4dfc-8356-c698e3bdf1c8,"VARIO ONE: Treppen sicher bewältigen, auch wenn Gehen schwerfällt.",standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-02T12:24:54.156692+00:00,3,"VARIO ONE: Dein Zuhause, neu entdeckt! 🏡 Dieses clevere System ist perfekt, wenn du noch mobil bist, aber Treppen zur Herausforderung werden. Es gibt dir die Sicherheit zurück, die"
8d0d0629-37da-42a0-a132-3f49d9673b99,Was viele unterschätzen ist wie viel Planung hinter,standard,standard_length_violation,caption length 333 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T12:25:52.743156+00:00,3,"Deine spontane Freizeit ist ein Luxus. Für Rollstuhlfahrer bedeutet sie oft akribische Planung. Jede vermeintlich 'einfache' Verabredung muss auf Rampen, Aufzüge und zugängliche We"
