table,row_id,post_type,target_length_tier,word_count,min_words,max_words,estimated_duration_s,status,has_video,video_status,duration_contract_status,audit_status,script_preview
posts,ada3371d-f810-45be-96e2-de7ccabba7bc,product,8,17,16,20,7,valid,False,pending,,,Mit dem Vertikal-Plattformlift STL300 überwindest du Höhenunterschiede bis 2.990 mm mühelos und machst dein Zuhause barrierefrei.
posts,c70b4ae6-675c-4f60-98ef-14d05b2c28ae,value,8,13,14,18,5,needs_repair,False,pending,needs_repair,,"Fast alle denken, 24 Stunden für Bahnhilfe genügen, doch das stimmt nicht immer."
posts,9d773b76-7663-476d-9606-f9299a639828,value,8,14,14,18,5,valid,False,pending,,,Auf dem Papier darf dich keine Airline ablehnen – außer der Rollstuhl passt nicht rein.
posts,6dccecf2-3918-42dc-885c-e7d47c96c546,value,8,12,14,18,5,needs_repair,False,pending,needs_repair,,"Nur mit MSZ-Anmeldung bis 20 Uhr am Vortag, Dein Recht auf Mitfahrt."
posts,1ba742bb-0836-43c9-9bd8-4f7dd347b014,value,16,28,26,36,11,valid,False,pending,,,"Niemand redet darüber, aber deine Festival Tickets müssen seit 2025 digital barrierefrei sein. Mit dem Rollstuhl aufs Festival – Barrierefrei, mit Abstrichen –. Informationen zur B"
posts,bae67adc-1e19-4fdb-9559-9fd67fc123c2,value,16,27,26,36,10,valid,False,pending,,,"Auf dem Papier hast du das Recht. In der Realität? Die WEG Reform erleichtert zwar barrierefreie Umbauten, doch Tasterhöhen über 1100 mm im Aufzug sind noch Alltag."
posts,6380565b-c101-41bf-b30f-a35ae6e5f181,product,32,55,32,66,21,valid,False,pending,,,"Du suchst eine universelle Lösung für deine Treppe? Der VARIO PLUS passt sich an jede Herausforderung an – ob gerade, kurvig, steil oder eng. Mit diesem einzigartigen Plattformtrep"
posts,a035eed9-6109-4f53-8db6-26b5ac55bb83,product,32,60,32,66,23,valid,False,pending,,,"Fühlst du dich auf Treppen unsicher, obwohl du noch laufen kannst? Der VARIO ONE gibt dir deine Freiheit zurück! Er meistert gerade und kurvige Treppen, drinnen wie draußen, und tr"
posts,24ddd25f-dd4f-4a1b-9507-1959ca21efe4,product,32,61,32,66,23,valid,False,pending,,,"Egal, ob deine Treppe gerade, kurvig, steil oder eng ist – der VARIO PLUS meistert jede Herausforderung. Du kannst ihn als Plattformlift für deinen Rollstuhl nutzen oder bequem sit"
posts,43a26b25-b8ab-46f3-abe8-a5c8285ac09e,product,32,66,32,66,25,valid,False,pending,,,"Egal ob gerade, kurvig, steil oder eng – der VARIO PLUS meistert jede Treppe im Innen- und Außenbereich. Du kannst ihn als Rollstuhl-Plattformlift oder als bequemen Sitzlift nutzen"
posts,8e9f42aa-73ae-4080-8107-aa15472be3ae,product,32,56,32,66,22,valid,False,pending,,,"Möchtest du Höhenunterschiede bis zu 2.990 mm mühelos überwinden? LEVEL macht dein Zuhause barrierefrei, ohne einen Aufzugsschacht zu benötigen. Dieser Vertikal-Plattformlift ist p"
posts,e3c26948-d110-4770-bf29-d880656ce321,product,32,59,32,66,23,valid,False,pending,,,"Du liebst dein Zuhause, aber Treppen sind zum Problem geworden? Der VARIO ONE ist deine Lösung! Du kannst noch laufen, aber fühlst dich unsicher? Dieser Lift gibt dir die Sicherhei"
posts,889f44a1-e106-4b06-8681-d0907e0bb4d5,value,8,13,14,18,5,needs_repair,False,pending,needs_repair,,"Dein E-Rollstuhl-Akku ist Gefahrgut; ignorier die IATA-Regeln nicht für deinen Flug, Hier gr…."
posts,db6b2647-d136-4d0c-944f-5dd644249d21,value,32,57,54,74,22,valid,False,pending,,,"Niemand redet darüber, aber deine Rollstuhl-App steht im Spannungsfeld: Barrierefreiheit oder Cybersicherheit? Ab Juni 2025 fordert das BFSG digitale Zugänglichkeit von Unternehmen"
posts,f49aa6fe-fd1d-4a4c-93f0-8237b7196af6,value,8,14,14,18,5,valid,False,pending,,,Deine Rollstuhl-Reparatur sollte nach DIN EN 13306 Norm passieren – tut sie das auch wirklich.
posts,d25fb520-8bb5-460d-8fe3-e3e93c408716,product,32,59,32,66,23,valid,False,pending,,,"Fühlst du dich auf Treppen unsicher, obwohl du noch laufen kannst? Der VARIO ONE bringt dich sicher hinauf – egal ob gerade oder kurvig, innen oder außen. Mit 225 kg Tragkraft und "
posts,76950cfe-60c0-4f84-a643-c5b6ac44c470,value,32,55,54,74,21,valid,False,pending,,,"Auf dem Papier hast du das Recht. In der Realitaet? Ab Juni 2025 gibt es erhebliche rechtliche Implikationen für Arbeitgeber, denn Arbeitnehmer könnten als Verbraucher gelten. Nach"
posts,50bbc019-5ae5-4697-a2f7-034d6404cb02,value,8,15,14,18,6,valid,False,pending,,,"Ohne Bewilligung VOR dem Kauf zahlst du selbst, 100 Prozent Kostenübernahme, Dein Antrag auf Fahrzeuganpassung."
posts,e41605d4-867f-45db-ac45-bb86088bbf76,value,32,54,54,74,21,valid,False,pending,,,Dein Foto als Beweis? Für deine Anträge ist das allein leider oft nicht genug. Digitale Bilder können leicht manipuliert werden und brauchen meist Zeugenaussagen oder Metadaten. Fü
posts,4c013fa4-f135-4171-a972-f2bd0bbe0e0f,product,32,61,32,66,23,valid,False,pending,,,"Du suchst eine barrierefreie Lösung, die wirklich überall passt? Der VARIO PLUS ist universell einsetzbar – ob gerade, kurvig, steil oder eng, sogar für den Außenbereich. Nutze ihn"
posts,d84a545f-05a6-4d26-ae91-381158bc0367,product,32,57,32,66,22,valid,False,pending,,,"Schwierige Treppen gehören der Vergangenheit an! Mit VIA, speziell für kurvige und mehrstöckige Treppen, erreichst du mühelos jede Etage. Egal ob innen oder außen, dieser Treppenli"
posts,f38d7dda-2d9c-4e06-bd7e-825ed589415b,value,16,31,26,36,12,valid,False,pending,,,Als Rollstuhlnutzer kennst du das: Jede Routensuche kostet extra Zeit. Doch seit 2025 kannst du barrierefreie ÖPNV Routen in Google Maps direkt speichern und damit wertvolle Zeit s
posts,eceae76e-8de7-4098-a391-247a4e091f4c,product,8,20,16,20,8,valid,False,pending,,,"Mit dem VARIO ONE meisterst du jede Treppe wieder sicher, egal ob gerade oder kurvig, innen oder außen, und das."
posts,efb222cb-3bdc-4dfc-8356-c698e3bdf1c8,product,8,17,16,20,7,valid,False,pending,,,"Mit dem VARIO ONE meisterst du jede Treppe wieder sicher, egal ob gerade, kurvig, innen oder außen!"
posts,dd68bbd5-e178-40ce-b235-80c92276213c,product,32,56,32,66,22,valid,False,pending,,,"Du suchst eine smarte Lösung für Barrierefreiheit? Der Vertikal-Plattformlift STL300, unser LEVEL, transportiert dich oder deinen Elektrorollstuhl bis zu 2.990 mm hoch – ganz ohne "
posts,0f762145-e732-4dad-80b9-a7f3536a6d27,value,8,14,14,18,5,valid,False,pending,,,"Deine ÖPNV-Wertmarke kostet ab 2025 stolze 104 Euro, Grundlagen des Schwerbehindertenrechts und der Ausweisarten."
posts,383ee5e2-6333-4aab-b28f-be72987766ea,value,32,58,54,74,22,valid,True,caption_completed,,,"Sorry, aber Physiotherapie ist nicht gleich Ergotherapie. Physio fokussiert auf körperliche Funktionen und Beweglichkeit, während Ergo handlungsorientiert deine Selbstständigkeit i"
posts,a618b449-a3a7-4c61-91b7-aa6bc2e12d27,value,16,34,26,36,13,valid,False,pending,,,"Niemand redet darüber, aber Rollstuhltanz ist eine anerkannte Wettkampfdisziplin. Du tanzt dort im Duo, als Paar mit stehendem Partner, oder trittst sogar allein an mit klaren Rege"
posts,85f016dc-1bee-4379-8217-648cf2066984,product,8,16,16,20,6,valid,False,pending,,,"Mit dem VARIO PLUS bewältigst du jede Treppe mühelos, egal ob gerade, kurvig, steil oder eng."
posts,811a19c3-43f5-47e0-a603-bf04ad955352,product,8,19,16,20,7,valid,False,pending,,,"Mit dem Hublift LEVEL meisterst du spielend Höhenunterschiede bis 2.990 mm, sogar mit dem Rollstuhl, ganz ohne Aufzugsschacht."
posts,ae17df14-73af-418d-8364-5852686425d9,lifestyle,8,17,16,20,7,valid,False,pending,,,"Als Rollstuhlnutzer:in kennst du das Gefühl, wenn ein kleiner Fehler deinen ganzen Tag unnötig anstrengend macht?"
posts,8d0d0629-37da-42a0-a132-3f49d9673b99,lifestyle,8,16,16,20,6,valid,False,pending,,,"Was viele unterschätzen, ist, wie viel Planung hinter spontaner Freizeit steckt, wenn du im Rollstuhl sitzt."
posts,a98052e1-1c12-4b41-86b3-0a501331a9c8,product,32,60,32,66,23,valid,False,pending,,,"Hast du eine schwierige Treppe? Der VARIO PLUS meistert gerade, kurvige, steile oder enge Treppen innen und außen. Nutze ihn mit Rollstuhl auf der Plattform oder mit Sitz – und das"
posts,3bd85ba5-88bd-425e-a722-4aa933d1ee1d,value,16,27,26,36,10,valid,False,pending,,,"Dein Diskriminierungsschutz? Existiert auf dem Papier. Die AGG Reform 2026 steht bevor, doch die kurzen Fristen für Ansprüche im Wohnungs und Arbeitsmarkt bleiben eine Hürde ganz k"
posts,7c9782e2-ca98-42c1-b519-293abf10fad0,value,32,57,54,74,22,valid,False,pending,,,"Dieser Fehler kostet dich Zeit: Deine Bahnfahrt nicht rechtzeitig anmelden. Die MSZ organisiert dir Hilfe beim Ein-, Um- und Aussteigen für alle Bahnunternehmen. Doch für innerdeut"
posts,760eac74-3499-4a21-82a8-3cc4849396ca,value,32,54,54,74,21,valid,False,pending,,,2022 sollte alles barrierefrei sein. ist es nicht. Trotz klarer gesetzlicher Fristen und Normen wie DIN 18040 blockieren weitreichende Ausnahmen oft deinen Zugang. Moderne Technik 
posts,77cdae64-ab44-473e-bf3d-f47434883234,value,32,54,54,74,21,valid,False,pending,,,2022 sollte alles barrierefrei sein. ist es nicht. Trotz klarer gesetzlicher Fristen und Normen wie DIN 18040 blockieren weitreichende Ausnahmen oft deinen Zugang. Moderne Technik 
posts,4d850f90-b88a-4b40-821e-e9e94f6e5d19,value,8,14,14,18,5,valid,False,pending,,,Auf dem Papier darf dich keine Airline ablehnen – außer der Rollstuhl passt nicht rein.
posts,2e505612-f6c4-41f5-a715-02806408aba3,value,8,13,14,18,5,needs_repair,False,pending,needs_repair,,"Fast alle denken, 24 Stunden für Bahnhilfe genügen, doch das stimmt nicht immer."
posts,43a1b6d8-c740-4512-91d7-473682826dbe,product,8,18,16,20,7,valid,False,pending,,,"Egal ob gerade, kurvig, steil oder eng – der VARIO PLUS bringt dich mühelos und sicher über jede Treppe."
posts,8550c314-c0dc-4edb-a1ba-0d5313ff3190,lifestyle,16,27,20,34,10,valid,False,pending,,,"Alle denken bei Spontanität an Freiheit, aber ich oft an fehlende Rampen. Ein kurzer Check vorab spart Ärger und macht den Trip erst wirklich frei. Glaub mir!"
posts,18eff975-3b61-499b-9397-183bf4b5ffbb,value,16,36,26,36,14,valid,False,pending,,,"in kennst du die Frustration, wenn Isolation an deiner Psyche nagt. Deine Krankenkasse zahlt zwar Richtlinienverfahren, doch der Weg zur Kostenübernahme ist oft eine bürokratische "
posts,cbf8121d-a985-4674-9ab1-c06ae0623d2c,value,32,54,54,74,21,valid,False,pending,,,"Seniorengerecht klingt gut, aber ist rechtlich wertlos! Viele Begriffe auf Immobilienportalen wie ""behindertenfreundlich"" sind ungeschützt und garantieren keine echte Barrierefreih"
posts,eee616c5-83bd-452d-a502-a504f026e485,value,32,54,54,74,21,valid,False,pending,,,Dein Recht auf Gründungszuschuss? Deine Selbstständigkeit muss als nachhaltiger Haupterwerb überzeugen und mindestens 15 Wochenstunden umfassen. Du brauchst noch 150 Tage Anspruch 
posts,15e40931-8874-4ae0-9fd2-777d3745441b,value,32,66,54,74,25,valid,False,pending,,,"Niemand redet darüber, aber als Frau mit Behinderung erlebst du doppelte Diskriminierung. Du bist sowohl wegen deines Geschlechts als auch deiner Behinderung benachteiligt. Am Arbe"
posts,0c3913da-c7a2-4c08-9fa2-b48360a7089c,value,32,57,54,74,22,valid,False,pending,,,Endlich mehr Geld! Ab Januar 2025 erhöht die Pflegekasse den Zuschuss für wohnumfeldverbessernde Maßnahmen auf 4.180 Euro pro Person. Das ist wichtig für deine barrierefreien Umbau
posts,4952545d-be82-4b66-bb36-6367bffdc595,value,8,27,14,18,10,needs_repair,False,pending,needs_repair,,"Beim Tendern ist dein E-Rollstuhl oft tabu, Elektrische Rollstühle sind in Tenderb….asdasdas. Asasasas kjplasjkdiehjq3e ich verstehe alles was du sagst. Ich verstehe nicht was du s"
posts,e4eb6a16-04c2-4c03-bbc7-eee896bbdba7,product,32,54,32,66,21,valid,False,pending,,,"Du suchst eine Lösung für jede Treppe, egal ob gerade, kurvig, steil oder eng? Der VARIO PLUS ist universell einsetzbar, drinnen und draußen. Er bietet dir die Wahl: nutze ihn als "
posts,519d499c-2e12-4998-8fa6-75153a812b54,product,32,64,32,66,25,valid,False,pending,,,Brauchst du eine clevere Lösung für kurze Höhenunterschiede? Der Vertikal-Plattformlift STL300 von LEVEL ist perfekt für deine Garage oder andere Zugänge. Er überwindet Höhen bis z
posts,7c03ca43-deb3-4ba3-b6c2-a88272209f4c,product,32,52,32,66,20,valid,False,pending,,,"Fällt dir Treppensteigen schwer, obwohl du noch selbst laufen kannst? Der VARIO ONE ist deine Lösung! Er passt auf gerade und kurvige Treppen, innen wie außen, und trägt bis zu 225"
posts,4931860f-a958-476e-8cc5-a81f77bd90f9,value,16,36,26,36,14,valid,False,pending,,,Als Rollstuhlnutzer kennst du das: Schnee und Eis machen dir den Winter zur Herausforderung. Spezielle Winterreifen mit grobem Profil oder Schneeketten für Elektrorollstühle geben 
posts,c848da9c-04dc-48cb-b7b8-99ee87db557a,value,16,33,26,36,13,valid,False,pending,,,"Niemand redet darüber, aber digitale Barrierefreiheit deiner Hilfsmittel-Apps ist komplex. Das BFSG kommt 2025, doch DiGAs müssen schon jetzt BITV 2.0 erfüllen – oft im Spagat mit "
posts,64d9e098-b1ed-4dc0-89ae-e97e886135e5,value,32,63,54,74,24,valid,False,pending,,,"Der Schreibtisch ist oft zu hoch oder der Platz davor viel zu eng. Dabei müssen Arbeitsflächen von 65 bis 125 cm höhenverstellbar sein, um dir einen gesunden Haltungswechsel zu erm"
posts,e23e3983-2d89-4135-b2f5-461dd8a8b426,value,32,0,54,74,0,needs_repair,False,pending,needs_repair,,
posts,b0d0e106-6057-4da6-892c-a065156cda5a,product,32,62,32,66,24,valid,False,pending,,,"Hast du eine gerade, kurvige, steile oder enge Treppe? Der VARIO PLUS ist universell einsetzbar, sowohl innen als auch außen. Du kannst ihn als Plattformlift für Rollstühle oder al"
posts,d433cc1c-f6d8-46c4-9c47-506059bec1a6,value,8,0,14,18,0,needs_repair,False,pending,needs_repair,,
posts,3d0b23fd-d6c2-4354-b21f-65c7c7a5d04e,value,32,64,54,74,25,valid,False,pending,,,Deutschland 2025 – und du kommst trotzdem nicht in jeden Bus. Dein Recht auf Barrierefreiheit im ÖPNV sollte seit 2022 gelten. Doch Ausnahmeregelungen blockieren die flächendeckend
posts,f114754a-106b-4d37-8866-2d58038a735a,value,32,54,54,74,21,valid,False,pending,,,"Fast alle denken, Urlaubsassistenz wird easy bezahlt. Dein Sozialamt trägt zwar die Reisekosten deiner Assistenzkraft als behinderungsbedingte Mehrkosten. Deine eigenen Reisekosten"
posts,d7a53567-1e99-4b14-b1c1-9b5ee28817dd,value,32,54,54,74,21,valid,False,pending,,,"Dein Recht auf barrierefreie Natur? Existiert oft nur auf dem Papier! Obwohl Zertifizierungssysteme wie „Reisen für Alle“ klare Standards setzen, wie 180 cm Wegbreite oder maximal "
posts,13e34045-0db0-4cda-8b84-3a77b60d509a,value,32,54,54,74,21,valid,False,pending,,,"Dein Rollstuhl im Mietwagen? Ohne geprüftes Rückhaltesystem wird's lebensgefährlich! Ein Kraftknotensystem nach DIN 75078 Teil 2 ist zwingend nötig, um Unfälle zu vermeiden. Zwar a"
posts,06e09ae6-ca98-41e1-999c-603d355696ef,value,32,55,54,74,21,valid,False,pending,,,"Auf dem Papier hast du das Recht. Theoretisch barrierefreie Konzepte scheitern oft an defekten Aufzügen oder Personalmangel. Während Wien und Barcelona im ÖPNV punkten, kämpft Pari"
posts,da623422-e52e-4639-9952-1ac28202e2ff,value,32,56,54,74,22,valid,False,pending,,,"Dein Geld ist gut genug, aber die passende barrierefreie Reise? in willst du einfach unbeschwert Deutschland erkunden. Dabei steckt hier ein enormes ökonomisches Potenzial: Rund 10"
posts,7e87e54c-51e1-4ddb-a9e6-9ee641492248,value,32,69,54,74,27,valid,False,pending,,,Als RBBL-Fan kennst du das Gefühl: Plötzlich fehlen Schlüsselspieler. Internationale Turniere ziehen oft wichtige Nationalspieler mitten aus der Saison 2025/2026 der Bundesliga (RB
posts,e7ee01b3-57bb-4bb1-a0d5-119df9cbd91e,value,16,27,26,36,10,valid,False,pending,,,"Niemand redet darüber, aber dein Kassenschalter ist oft eine unsichtbare Barriere. Die unsichtbare Architektur des Kassenschalters. Ein markantes, oft übersehenes Risiko ist die so"
posts,7472e649-9c0e-4089-b4d1-de5a2eaf16a4,product,32,58,32,66,22,valid,False,pending,,,"Egal ob deine Treppe gerade, kurvig, steil oder eng ist – der VARIO PLUS von PLATTFORMTREPPENLIFT T80 passt immer! Du kannst ihn als Rollstuhlplattformlift nutzen oder mit dem opti"
posts,75ca6bd5-b26b-4623-ba5c-04d53352096b,product,32,61,32,66,23,valid,False,pending,,,"Du suchst eine clevere Lösung für kurze Höhenunterschiede? Der Vertikal-Plattformlift STL300 von LEVEL ist perfekt für dich. Er transportiert dich zuverlässig bis zu 2.990 mm hoch,"
posts,ed7fd646-e1b6-48cc-8a52-2c3f5e87b1ba,product,32,53,32,66,20,valid,False,pending,,,"Du kannst noch laufen, aber Treppen sind dir zu unsicher? Der VARIO ONE ist deine Lösung! Er bewältigt gerade und kurvige Treppen, drinnen und draußen. Mit bis zu 225 kg Tragkraft "
posts,73c77a5b-0135-45f4-9065-21b1026b7ac7,product,32,59,32,66,23,valid,False,pending,,,"Ist deine Treppe zu steil, zu eng, kurvig oder gerade? Der VARIO PLUS macht Schluss mit Hindernissen, innen wie außen! Egal ob du ihn als Rollstuhl-Plattformlift oder als Sitzlift "
posts,cbc511a4-1cd1-41bb-989e-cc819314cf27,value,32,58,54,74,22,valid,False,pending,,,Dieser Fehler kostet dich im Urlaub die Nerven: Mangelnde Kommunikation führt zu Zoff bei Gruppenreisen. Gerade die Zimmerwahl kollidiert schnell mit Privatsphäre und Finanzen. Kla
posts,412bc4b7-bd61-48e5-8829-5c784bea8cf8,value,32,61,54,74,23,valid,False,pending,,,"Fast alle denken, deine GKV zahlt im Ausland alles – stimmt aber nicht. innen sind Deckungslücken bei medizinischer Versorgung und Rücktransporten gravierend. Deine Kasse übernimmt"
posts,1d3e3139-adeb-4533-908c-459d6989fe9f,product,32,56,32,66,22,valid,False,pending,,,"Ist deine Treppe eine Herausforderung? Egal ob gerade, kurvig, steil oder eng – der VARIO PLUS ist universell einsetzbar, drinnen wie draußen! Du kannst ihn als Plattformlift für R"
posts,404e3a67-9727-4d32-9b34-c1dc5054c4ed,product,32,45,32,66,17,valid,False,pending,,,Du suchst eine clevere Lösung für kurze Höhenunterschiede? Mit LEVEL bringst du dich mühelos auf Höhen bis 2.990 mm – ganz ohne Treppe oder Aufzugsschacht. Der Raum unter der Platt
posts,5c2f13ae-ee78-4113-8004-f83ccb9d7446,product,32,50,32,66,19,valid,False,pending,,,"Fühlst du dich auf Treppen unsicher, obwohl du noch gut laufen kannst? Der VARIO ONE bringt dich sicher nach oben und unten – egal ob gerade oder kurvig, innen oder außen. Er trägt"
posts,4cd5c9be-9146-4ae0-af54-4d9344a0c4cd,product,32,47,32,66,18,valid,False,pending,,,"Möchtest du Höhenunterschiede bis fast drei Meter überwinden, ohne eine Treppe zu brauchen? Unser Vertikal-Plattformlift LEVEL ist dafür perfekt. Er ist platzsparend, da kein Aufzu"
posts,8dc85c67-8b5b-454a-acd3-432877916b69,value,32,59,54,74,23,valid,False,pending,,,"Dieser Fehler bei deiner Reiseapotheke kann richtig gefährlich werden. Nimmst du fünf oder mehr Medikamente ein, steigt das Risiko für schwerwiegende Wechselwirkungen auf Reisen en"
posts,761d1d6a-a82a-4daa-927d-aa016e6913b7,value,32,54,54,74,21,valid,False,pending,,,"Deine Selbstbestimmung beim Pflegedienst? Persönliche Assistenz im Arbeitgebermodell verspricht maximale Freiheit, macht dich aber auch zum Arbeitgeber. Lohnabrechnung und Arbeitsr"
posts,986482ca-6998-435c-a5f4-406ee58c1d7d,value,32,54,54,74,21,valid,False,pending,,,Dieser kleine Fehler macht deinen Fahrzeugumbau unnötig schwer. Die Kosten für Handbedienung oder Hebebühnen werden zwar oft zu 100 Prozent übernommen. Doch dein Antrag auf Kostenü
posts,c0b6c10d-8f30-4f4f-a230-4b1a200ef78c,value,32,55,54,74,21,valid,False,pending,,,"Niemand redet darüber, aber dein Schwerbehindertenausweis ist nicht in Stein gemeißelt. Ein Antrag auf Neufeststellung deines GdB birgt das Risiko einer Herabsetzung. Dabei öffnen "
posts,31f3e5ce-a4f6-4f2b-8413-7f615acd35d0,value,8,12,14,18,5,needs_repair,False,pending,needs_repair,,"Dein Recht auf vollen Ersatz für deinen Rollstuhl nach Flugschaden, Oft Fehlanzeige."
posts,93e6957f-47d2-4bc1-aaf0-fab35e2c9c5f,product,32,54,32,66,21,valid,False,pending,,,"Brauchst du einen Lift, der sich deinen Bedürfnissen anpasst? Der VARIO PLUS ist universell einsetzbar für gerade, kurvige, steile oder enge Treppen. Ob mit Rollstuhl auf der Platt"
posts,45739a50-0bbc-4630-b35f-b21e855f2353,value,32,58,54,74,22,valid,False,pending,,,"Sorry, aber Physiotherapie ist nicht gleich Ergotherapie. Physio fokussiert auf körperliche Funktionen und Beweglichkeit, während Ergo handlungsorientiert deine Selbstständigkeit i"
posts,4e69e26b-ee6a-4b4c-9e2d-e428b79114e5,value,32,57,54,74,22,valid,False,pending,,,"Dieser Fehler kostet dich Zeit: Deine Bahnfahrt nicht rechtzeitig anmelden. Die MSZ organisiert dir Hilfe beim Ein-, Um- und Aussteigen für alle Bahnunternehmen. Doch für innerdeut"
posts,c8033aa5-a046-4590-8568-b5e5f640b622,value,32,54,54,74,21,valid,False,pending,,,"Fast zwei Millionen barrierefreie Wohnungen fehlen uns in Deutschland. Bis 2035 sollen es 3,7 Millionen Haushalte mit Mobilitätseinschränkungen sein. Dem gegenüber stehen stand 202"
posts,d0eacfc1-e540-4325-828e-65ddb633fe7d,value,8,15,14,18,6,valid,False,pending,,,"Ohne Bewilligung VOR dem Kauf zahlst du selbst, 100 Prozent Kostenübernahme, Dein Antrag auf Fahrzeuganpassung."
posts,12e4d08b-4679-4423-8692-2587fc420ffd,value,32,67,54,74,26,valid,False,pending,,,"Fast alle denken, Hilfsmittel wiederzuverwenden ist einfach – stimmt aber nicht! Der Wiedereinsatz von Rollstühlen oder anderen Hilfsmitteln unterliegt der strengen europäischen Me"
posts,c14c57a4-e9e5-4bec-bec0-a8ff5e15c51b,value,16,17,26,36,7,needs_repair,False,pending,needs_repair,,"Kennst du 3 Schritte, damit Der Supermarkt-Albtraum im Alltag klappt, ohne Stress, und du dich sicherer fuehlst?"
